0x00402710:0x0040273a, _start
0x00402740:0x00402772, deregister_tm_clones
0x00402780:0x004027ba, register_tm_clones
0x004027c0:0x004027dc, __do_global_dtors_aux
0x004027e0:0x00402806, frame_dummy
0x00402810:0x00402969, Perl_av_reify
0x00402970:0x00402aa3, Perl_av_extend
0x00402ab0:0x00402e21, Perl_av_extend_guts
0x00402e30:0x004030ed, Perl_av_fetch
0x004030f0:0x004035ed, S_adjust_index
0x004035f0:0x00403a78, Perl_av_store
0x00403a80:0x00403b16, S_SvREFCNT_dec
0x00403b20:0x00403ca6, Perl_av_make
0x00403cb0:0x00403ea2, Perl_av_clear
0x00403eb0:0x0040403a, Perl_av_undef
0x00404040:0x00404269, Perl_av_fill
0x00404270:0x004042b5, Perl_av_create_and_push
0x004042c0:0x004043dd, Perl_av_push
0x004043e0:0x004045eb, Perl_av_pop
0x004045f0:0x0040464c, Perl_av_create_and_unshift_one
0x00404650:0x00404955, Perl_av_unshift
0x00404960:0x00404b98, Perl_av_shift
0x00404ba0:0x00404bbb, Perl_av_len
0x00404bc0:0x00404c12, S_av_top_index
0x00404c20:0x00404f5e, Perl_av_delete
0x00404f60:0x00404fc5, S_SvREFCNT_dec_NN
0x00404fd0:0x0040544f, Perl_av_exists
0x00405450:0x00405477, Perl_av_arylen_p
0x00405480:0x00405502, S_get_aux_mg
0x00405510:0x00405575, Perl_av_iter_p
0x00405580:0x004055e0, Perl_set_caret_X
0x004055e0:0x00405746, Perl_deb
0x00405750:0x0040575e, Perl_vdeb
0x00405760:0x00405768, Perl_debstackptrs
0x00405770:0x00405833, Perl_debstack
0x00405840:0x00405857, S_deb_stack_n
0x00405860:0x00405866, Perl_deb_stack_all
0x00405870:0x0040591f, Perl_do_openn
0x00405920:0x00405b8e, Perl_do_open_raw
0x00405b90:0x004074c5, Perl_do_open6
0x004074d0:0x0040784c, S_openn_setup
0x00407850:0x00408032, S_openn_cleanup
0x00408040:0x00408100, S_is_safe_syscall
0x00408100:0x00408c47, Perl_nextargv
0x00408c50:0x00408ca2, S_av_top_index_0
0x00408cb0:0x00408e6e, Perl_do_close
0x00408e70:0x00408ed5, S_SvREFCNT_dec_NN_0
0x00408ee0:0x00409232, Perl_io_close
0x00409240:0x00409478, Perl_do_eof
0x00409480:0x00409558, Perl_do_tell
0x00409560:0x0040964e, Perl_do_seek
0x00409650:0x00409750, Perl_do_sysseek
0x00409750:0x004099a0, Perl_mode_from_discipline
0x004099a0:0x00409d10, Perl_do_print
0x00409d10:0x0040a2c0, Perl_my_stat_flags
0x0040a2c0:0x0040a31a, S_should_warn_nl
0x0040a320:0x0040a797, Perl_my_lstat_flags
0x0040a7a0:0x0040aa48, Perl_do_aexec5
0x0040aa50:0x0040aae5, S_exec_failed
0x0040aaf0:0x0040ab2b, Perl_do_execfree
0x0040ab30:0x0040b33e, Perl_do_exec3
0x0040b340:0x0040bc30, Perl_apply
0x0040bc30:0x0040bda5, Perl_cando
0x0040bdb0:0x0040be11, S_ingroup
0x0040be20:0x0040c27a, Perl_start_glob
0x0040c280:0x0040c494, Perl_do_trans
0x0040c4a0:0x0040c73f, S_do_trans_count_utf8
0x0040c740:0x0040c919, S_do_trans_count
0x0040c920:0x0040d38e, S_do_trans_complex_utf8
0x0040d390:0x0040dc69, S_do_trans_complex
0x0040dc70:0x0040e2a4, S_do_trans_simple_utf8
0x0040e2b0:0x0040e611, S_do_trans_simple
0x0040e620:0x0040ed41, Perl_do_join
0x0040ed50:0x0040f023, Perl_do_sprintf
0x0040f030:0x0040f962, Perl_do_vecget
0x0040f970:0x0040ff2f, Perl_do_vecset
0x0040ff30:0x00411363, Perl_do_vop
0x00411370:0x00411a36, Perl_do_kv
0x00411a40:0x00411a87, S_SvREFCNT_inc
