0x00004240:0x0000426a, _start
0x00004270:0x000042a2, deregister_tm_clones
0x000042b0:0x000042f2, register_tm_clones
0x00004300:0x00004332, __do_global_dtors_aux
0x00004340:0x00004370, frame_dummy
0x00004370:0x0000492c, main
0x00004933:0x0000494f, die_unless_privileged
0x0000494f:0x00004a30, do_sanity_checks
0x00004a30:0x00004a55, env_init
0x00004a55:0x00004a8f, limits_init
0x00004a8f:0x00004bf6, session_init
0x00004bf6:0x00004c0e, die
0x00004c1b:0x00004c97, die2
0x00004c9a:0x00004d05, bug
0x00004d08:0x00004d3d, vsf_exit
0x00004d40:0x00004dbc, init_connection
0x00004dbf:0x00004f12, check_limits
0x00004f12:0x00004fc0, emit_greeting
0x00004fc0:0x00005254, parse_username_password
0x00005254:0x000052cd, handle_get
0x000052cd:0x0000554c, handle_user_command
0x0000554c:0x000055fc, handle_pass_command
0x000055fc:0x00005643, check_login_delay
0x00005643:0x00005691, check_login_fails
0x00005691:0x000056b6, vsf_cmdio_sock_setup
0x000056b6:0x000056ec, handle_alarm_timeout
0x000056ec:0x0000571a, vsf_cmdio_write
0x0000571a:0x00005748, vsf_cmdio_write_hyphen
0x00005748:0x000057bd, vsf_cmdio_write_raw
0x000057bd:0x00005810, vsf_cmdio_write_exit
0x00005813:0x0000585b, ftp_write_text_common
0x0000585b:0x0000588c, vsf_cmdio_write_str_hyphen
0x0000588c:0x000058bd, vsf_cmdio_write_str
0x000058bd:0x000059ef, ftp_write_str_common
0x000059ef:0x00005a32, vsf_cmdio_set_alarm
0x00005a32:0x00005ba7, vsf_cmdio_get_cmd_and_arg
0x00005ba7:0x00005c8c, control_getline
0x00005c8c:0x00006f71, process_post_login
0x00006f76:0x00006ffc, handle_pwd
0x00006ffc:0x000070b2, handle_cwd
0x000070b2:0x000070e6, handle_cdup
0x000070e6:0x0000712e, port_active
0x0000712e:0x00007192, pasv_active
0x00007192:0x000071b1, port_cleanup
0x000071b1:0x000071e4, pasv_cleanup
0x000071e4:0x000074ea, handle_pasv
0x000074ea:0x00007946, handle_retr
0x00007946:0x0000796b, handle_list
0x0000796b:0x00007d56, handle_dir_common
0x00007d56:0x00007e70, handle_type
0x00007e70:0x00007fd8, handle_port
0x00007fd8:0x00007ffd, handle_stor
0x00007ffd:0x00008484, handle_upload_common
0x00008484:0x00008600, handle_mkd
0x00008600:0x000086f9, handle_rmd
0x000086f9:0x000087f2, handle_dele
0x000087f2:0x00008883, handle_rest
0x00008883:0x000089ea, handle_rnfr
0x000089ea:0x00008b8b, handle_rnto
0x00008b8b:0x00008bb0, handle_nlst
0x00008bb0:0x00008c64, prepend_path_to_filename
0x00008c64:0x00008d87, handle_sigurg
0x00008d87:0x00008e52, get_remote_transfer_fd
0x00008e52:0x00008e95, check_abor
0x00008e95:0x00008f75, handle_size
0x00008f75:0x000090ae, handle_site
0x000090ae:0x00009250, handle_site_chmod
0x00009250:0x00009302, handle_site_umask
0x00009302:0x00009327, handle_appe
0x00009327:0x00009607, handle_mdtm
0x00009607:0x000098a7, handle_eprt
0x000098a7:0x00009932, handle_help
0x00009932:0x00009957, handle_stou
0x00009957:0x00009a42, get_unique_filename
0x00009a42:0x00009d05, handle_stat
0x00009d05:0x00009d2a, handle_stat_file
0x00009d2a:0x00009ddd, data_transfer_checks_ok
0x00009ddd:0x00009f4b, resolve_tilde
0x00009f4b:0x00009fd3, handle_logged_in_user
0x00009fd3:0x00009ffa, handle_logged_in_pass
0x00009ffa:0x0000a215, handle_http
0x0000a218:0x0000a280, priv_sock_init
0x0000a280:0x0000a2eb, priv_sock_close
0x0000a2eb:0x0000a334, priv_sock_set_parent_context
0x0000a334:0x0000a37d, priv_sock_set_child_context
0x0000a37d:0x0000a3bb, priv_sock_send_cmd
0x0000a3bb:0x0000a402, priv_sock_send_str
0x0000a402:0x0000a455, priv_sock_send_buf
0x0000a455:0x0000a4ba, priv_sock_recv_buf
0x0000a4ba:0x0000a4f6, priv_sock_get_result
0x0000a4f6:0x0000a532, priv_sock_get_cmd
0x0000a532:0x0000a5a3, priv_sock_get_str
0x0000a5a3:0x0000a5e1, priv_sock_send_result
0x0000a5e1:0x0000a601, priv_sock_send_fd
0x0000a601:0x0000a618, priv_sock_recv_fd
