0x00405340:0x004053eb, _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE12_M_constructIPcEEvT_S7_St20forward_iterator_tag.isra.40
0x004053ec:0x004054a9, _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEC2EPKcRKS3_.isra.94
0x004054aa:0x004054ca, _ZN6dealii10FullMatrixIeEaSEe.isra.86.part.87.constprop.304
0x004054ca:0x004054e9, _ZN6dealii10FullMatrixIfEaSEf.isra.81.part.82.constprop.305
0x004054ea:0x0040550a, _ZN6dealii10FullMatrixIdEaSEd.isra.73.part.74.constprop.306
0x0040550a:0x004055c7, _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEC2EPKcRKS3_.isra.19
0x004055c8:0x00405685, _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEC2EPKcRKS3_.isra.22
0x00405686:0x00405731, _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE12_M_constructIPcEEvT_S7_St20forward_iterator_tag.isra.34
0x00405740:0x00405797, _GLOBAL__sub_I__ZN6dealii18deal_II_exceptions24additional_assert_outputB5cxx11E
0x004057a0:0x004057c6, _GLOBAL__sub_I__ZN6dealii9dealjobidE
0x004057d0:0x00405814, _GLOBAL__sub_I__ZN6dealii7deallogE
0x00405820:0x00405835, _GLOBAL__sub_I__ZN6dealii15MultithreadInfo10get_n_cpusEv
0x00405840:0x004058a5, _GLOBAL__sub_I__ZN6dealii8Patterns11PatternBaseD2Ev
0x004058b0:0x0040599b, _GLOBAL__sub_I__ZN6dealii10PathSearch10path_listsB5cxx11E
0x004059a0:0x00405a70, _GLOBAL__sub_I__ZN6dealii11Polynomials19LagrangeEquidistantC2Ejj
0x00405a70:0x00405a96, _GLOBAL__sub_I_polynomials_abf.cc
0x00405aa0:0x00405ac6, _GLOBAL__sub_I_polynomials_bdm.cc
0x00405ad0:0x00405af6, _GLOBAL__sub_I_polynomials_raviart_thomas.cc
0x00405b00:0x00405b26, _GLOBAL__sub_I__ZN6dealii11SubscriptorC2Ev
0x00405b30:0x00405b56, _GLOBAL__sub_I__ZN6dealii14TableEntryBaseC2Ev
0x00405b60:0x00405b86, _GLOBAL__sub_I__ZN6dealii7Threads8internal26n_existing_threads_counterE
0x00405b90:0x00405bb6, _GLOBAL__sub_I__ZN6dealii5TimerC2Ev
0x00405bc0:0x00405be6, _GLOBAL__sub_I_dof_accessor.cc
0x00405bf0:0x00405c16, _GLOBAL__sub_I_dof_handler.cc
0x00405c20:0x00405c46, _GLOBAL__sub_I_dof_objects.all_dimensions.cc
0x00405c50:0x00405c76, _GLOBAL__sub_I_dof_objects.cc
0x00405c80:0x00405ca6, _GLOBAL__sub_I_dof_renumbering.cc
0x00405cb0:0x00405cd6, _GLOBAL__sub_I_dof_tools.cc
0x00405ce0:0x00405d06, _GLOBAL__sub_I__ZNK6dealii13FiniteElementILi3ELi3EE42adjust_quad_dof_index_for_face_orientationEjbbb
0x00405d10:0x00405d36, _GLOBAL__sub_I_fe_abf.cc
0x00405d40:0x00405d66, _GLOBAL__sub_I_fe_data.cc
0x00405d70:0x00405d96, _GLOBAL__sub_I_fe_dgp.cc
0x00405da0:0x00405dc6, _GLOBAL__sub_I__ZNK6dealii14FE_DGPMonomialILi3EE19has_support_on_faceEjj
0x00405dd0:0x00405df6, _GLOBAL__sub_I_fe_dgp_nonparametric.cc
0x00405e00:0x00405e26, _GLOBAL__sub_I_fe_dgq.cc
0x00405e30:0x00405e56, _GLOBAL__sub_I__ZNK6dealii10FE_NedelecILi3ELi3EE21shape_value_componentEjRKNS_5PointILi3EEEj
0x00405e60:0x00405e86, _GLOBAL__sub_I__ZN6dealii10FE_NedelecILi3ELi3EE8Matrices9embeddingE
0x00405e90:0x00405eb6, _GLOBAL__sub_I_fe_poly.cc
0x00405ec0:0x00405ee6, _GLOBAL__sub_I_fe_poly_tensor.cc
0x00405ef0:0x00405f16, _GLOBAL__sub_I__ZN6dealii4FE_QILi3ELi3EE37initialize_quad_dof_index_permutationEv
0x00405f20:0x00405f46, _GLOBAL__sub_I_fe_q_hierarchical.cc
0x00405f50:0x00405f76, _GLOBAL__sub_I_fe_raviart_thomas.cc
0x00405f80:0x00405fa6, _GLOBAL__sub_I_fe_raviart_thomas_nodal.cc
0x00405fb0:0x00405fd6, _GLOBAL__sub_I__ZN6dealii8FESystemILi3ELi3EE37initialize_quad_dof_index_permutationEv
0x00405fe0:0x00406006, _GLOBAL__sub_I_fe_tools.all_dimensions.cc
0x00406010:0x00406ad7, _ZN6dealii12_GLOBAL__N_120get_default_fe_namesEv
0x00406ae0:0x00406b49, _GLOBAL__sub_I_fe_tools.cc
0x00406b50:0x00406b76, _GLOBAL__sub_I_fe_values.cc
0x00406b80:0x00406ba6, _GLOBAL__sub_I_mapping_c1.cc
0x00406bb0:0x00406bd6, _GLOBAL__sub_I_mapping_cartesian.cc
0x00406be0:0x00406c06, _GLOBAL__sub_I__ZNK6dealii8MappingQILi3ELi3EE25set_laplace_on_hex_vectorERNS_5TableILi2EdEE
0x00406c10:0x00406c63, _GLOBAL__sub_I_mapping_q1.cc
0x00406c70:0x00406c96, _GLOBAL__sub_I_mapping_q1_eulerian.cc
0x00406ca0:0x00406cc6, _GLOBAL__sub_I_mapping_q_eulerian.cc
0x00406cd0:0x00406e5d, _GLOBAL__sub_I__ZN6dealii13GridGenerator7moebiusERNS_13TriangulationILi3ELi3EEEjjdd
0x00406e60:0x00406e86, _GLOBAL__sub_I__ZN6dealii6GridInILi3ELi3EE8read_xdaERSi
0x00406e90:0x00406eb6, _GLOBAL__sub_I_grid_refinement.cc
0x00406ec0:0x00406ee6, _GLOBAL__sub_I__ZN6dealii8internal16GridReordering3d9CheapEdgeC2Ejj
0x00406ef0:0x00406f16, _GLOBAL__sub_I__ZN6dealii9GridTools12cell_measureILi3EEEdRKSt6vectorINS_5PointIXT_EEESaIS4_EERAlsLi1ET__Kj
0x00406f20:0x00406f46, _GLOBAL__sub_I_intergrid_map.cc
0x00406f50:0x00406f76, _GLOBAL__sub_I_persistent_tria.cc
0x00406f80:0x00406fd3, _GLOBAL__sub_I__ZNK6dealii13TriangulationILi3ELi3EE11n_raw_quadsEj
0x00406fe0:0x00407006, _GLOBAL__sub_I__ZNK6dealii12CellAccessorILi3ELi3EE12point_insideERKNS_5PointILi3EEE
0x00407010:0x00407036, _GLOBAL__sub_I__ZNK6dealii8internal2hp8DoFFacesILi3EE18memory_consumptionEv
0x00407040:0x00407066, _GLOBAL__sub_I_dof_handler.cc_0
0x00407070:0x00407096, _GLOBAL__sub_I__ZNK6dealii8internal2hp8DoFLevelILi0EE18memory_consumptionEv
0x004070a0:0x004070c6, _GLOBAL__sub_I__ZNK6dealii8internal2hp8DoFLevelILi3EE18memory_consumptionEv
0x004070d0:0x004070f6, _GLOBAL__sub_I_dof_objects.all_dimensions.cc_0
0x00407100:0x00407126, _GLOBAL__sub_I_fe_collection.cc
0x00407130:0x00407156, _GLOBAL__sub_I_fe_values.cc_0
0x00407160:0x00407247, _GLOBAL__sub_I_mapping_collection.cc
0x00407250:0x00407276, _GLOBAL__sub_I_block_matrix_array.cc
0x00407280:0x004072a6, _GLOBAL__sub_I_block_sparse_matrix.cc
0x004072b0:0x004072d6, _GLOBAL__sub_I__ZN6dealii20BlockSparsityPatternC2Ev
0x004072e0:0x00407306, _GLOBAL__sub_I_block_vector.cc
0x00407310:0x00407336, _GLOBAL__sub_I_chunk_sparse_matrix.cc
0x00407340:0x00407366, _GLOBAL__sub_I__ZN6dealii20ChunkSparsityPatternC2Ev
0x00407370:0x00407396, _GLOBAL__sub_I__ZN6dealii28CompressedSetSparsityPatternC2Ev
0x004073a0:0x004073c6, _GLOBAL__sub_I__ZN6dealii31CompressedSimpleSparsityPatternC2Ev
0x004073d0:0x004073f6, _GLOBAL__sub_I__ZN6dealii25CompressedSparsityPattern4Line10cache_sizeE
0x00407400:0x00407478, _GLOBAL__sub_I__ZN6dealii16ConstraintMatrix19default_empty_tableE
0x00407480:0x004074a6, _GLOBAL__sub_I_full_matrix.cc
0x004074b0:0x004074d6, _GLOBAL__sub_I_lapack_full_matrix.cc
0x004074e0:0x00407506, _GLOBAL__sub_I__ZN6dealii15MeanValueFilterC2Ej
0x00407510:0x00407536, _GLOBAL__sub_I__ZN6dealii9MatrixOut7OptionsC2Ebjb
0x00407540:0x00407566, _GLOBAL__sub_I_petsc_block_sparse_matrix.cc
0x00407570:0x00407596, _GLOBAL__sub_I_petsc_full_matrix.cc
0x004075a0:0x004075c6, _GLOBAL__sub_I_petsc_matrix_base.cc
0x004075d0:0x004075f6, _GLOBAL__sub_I_petsc_parallel_block_sparse_matrix.cc
0x00407600:0x00407626, _GLOBAL__sub_I_petsc_parallel_sparse_matrix.cc
0x00407630:0x00407656, _GLOBAL__sub_I_petsc_precondition.cc
0x00407660:0x00407686, _GLOBAL__sub_I_petsc_solver.cc
0x00407690:0x004076b6, _GLOBAL__sub_I_petsc_sparse_matrix.cc
0x004076c0:0x004076e6, _GLOBAL__sub_I_precondition_block.cc
0x004076f0:0x00407716, _GLOBAL__sub_I_precondition_block_ez.cc
0x00407720:0x00407746, _GLOBAL__sub_I_solver.cc
0x00407750:0x00407776, _GLOBAL__sub_I_sparse_decomposition.cc
0x00407780:0x004077a6, _GLOBAL__sub_I_ma27ad_
0x004077b0:0x004077d6, _GLOBAL__sub_I_sparse_ilu.cc
0x004077e0:0x00407806, _GLOBAL__sub_I_sparse_matrix.cc
0x00407810:0x00407836, _GLOBAL__sub_I_sparse_matrix_ez.cc
0x00407840:0x00407866, _GLOBAL__sub_I_sparse_mic.cc
0x00407870:0x00407896, _GLOBAL__sub_I_sparse_vanka.cc
0x004078a0:0x004078c6, _GLOBAL__sub_I__ZN6dealii15SparsityPattern13invalid_entryE
0x004078d0:0x004078f6, _GLOBAL__sub_I__ZN6dealii13SparsityTools9partitionERKNS_15SparsityPatternEjRSt6vectorIjSaIjEE
0x00407900:0x00407926, _GLOBAL__sub_I_trilinos_block_sparse_matrix.cc
0x00407930:0x00407956, _GLOBAL__sub_I_trilinos_block_vector.cc
0x00407960:0x00407986, _GLOBAL__sub_I_trilinos_precondition.cc
0x00407990:0x004079b6, _GLOBAL__sub_I_trilinos_precondition_block.cc
0x004079c0:0x004079e6, _GLOBAL__sub_I_trilinos_solver.cc
0x004079f0:0x00407a16, _GLOBAL__sub_I_trilinos_solver_block.cc
0x00407a20:0x00407a46, _GLOBAL__sub_I_trilinos_sparse_matrix.cc
0x00407a50:0x00407a76, _GLOBAL__sub_I_trilinos_sparsity_pattern.cc
0x00407a80:0x00407aa6, _GLOBAL__sub_I_trilinos_vector.cc
0x00407ab0:0x00407ad6, _GLOBAL__sub_I_vector.cc
0x00407ae0:0x00407d91, _GLOBAL__sub_I_vector_memory.cc
0x00407da0:0x00407dc6, _GLOBAL__sub_I__ZN9libparest16GraphicalDisplayC2Ev
0x00407dd0:0x00407df6, _GLOBAL__sub_I__ZN9libparest10MessageLog7Filters4BaseD2Ev
0x00407e00:0x00407e26, _GLOBAL__sub_I__ZN9libparest17PerStepStatisticsD2Ev
0x00407e30:0x00407e56, _GLOBAL__sub_I_top_level.cc
0x00407e60:0x00408038, _GLOBAL__sub_I__ZN9libparest14static_fe_listE
0x00408040:0x00408066, _GLOBAL__sub_I_coefficient.cc
0x00408070:0x00408096, _GLOBAL__sub_I__ZN12METomography11Evaluations11Grid128x128ILi3EdE10get_pointsEv
0x004080a0:0x004080c6, _GLOBAL__sub_I_experiment_description.cc
0x004080d0:0x00408146, _GLOBAL__sub_I__ZN12METomography10MessageLog13ServerFactory17instance_variableE
0x00408150:0x00408176, _GLOBAL__sub_I__ZN12METomography13ForwardSolver11block_solveERKN6dealii17BlockSparseMatrixIdEERNS1_6VectorIdEERKNS1_11BlockVectorIdEE
0x00408180:0x00408ff7, _GLOBAL__sub_I__ZN12METomography13ForwardSolver10Evaluation21BreastPhantomGeometry18detector_positionsE
0x00409000:0x00409026, _GLOBAL__sub_I_forward_solver_parameters.cc
0x00409030:0x00409774, _GLOBAL__sub_I__ZN12METomography8Geometry13BreastPhantom13source_pointsE
0x00409780:0x004097a6, _GLOBAL__sub_I_me_parameters.cc
0x004097b0:0x00409803, _GLOBAL__sub_I__ZN12METomography5Slave8internal16SparseDirectSPEC10initializeERKN6dealii15SparsityPatternE
0x00409810:0x00409836, _GLOBAL__sub_I__Z12report_errorRKSt9exceptionRKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEjRN9libparest10MessageLog6ClientE
0x00409840:0x00409abe, main
0x00409ac0:0x00409ae6, _GLOBAL__sub_I_measurements.cc
0x00409af0:0x00409b16, _GLOBAL__sub_I__ZN12METomography11BlockSolver5solveERKN6dealii12SparseMatrixIdEERNS1_6VectorIdEERKS7_
0x00409b20:0x00409b46, _GLOBAL__sub_I_state_discretization.cc
0x00409b50:0x00409ba3, _GLOBAL__sub_I_synthetic_data.cc
0x00409bb0:0x00409bd6, _GLOBAL__sub_I_targets.cc
0x00409be0:0x00409c06, _GLOBAL__sub_I_mg_dof_accessor.cc
0x00409c10:0x00409c36, _GLOBAL__sub_I__ZNK6dealii12MGDoFHandlerILi3ELi3EE13get_dof_indexILi1EEEjjjjj
0x00409c40:0x00409c66, _GLOBAL__sub_I_mg_dof_tools.cc
0x00409c70:0x00409c96, _GLOBAL__sub_I_mg_smoother.cc
0x00409ca0:0x00409cc6, _GLOBAL__sub_I_mg_tools.all_dimensions.cc
0x00409cd0:0x00409cf6, _GLOBAL__sub_I_mg_transfer_block.cc
0x00409d00:0x00409d26, _GLOBAL__sub_I_mg_transfer_component.cc
0x00409d30:0x00409d56, _GLOBAL__sub_I_mg_transfer_prebuilt.cc
0x00409d60:0x00409d86, _GLOBAL__sub_I__ZNK6dealii23MGTransferComponentBase18memory_consumptionEv
0x00409d90:0x00409db6, _GLOBAL__sub_I_data_out.cc
0x00409dc0:0x00409de6, _GLOBAL__sub_I_data_out_faces.cc
0x00409df0:0x00409e16, _GLOBAL__sub_I_data_out_rotation.cc
0x00409e20:0x00409e46, _GLOBAL__sub_I_data_out_stack.cc
0x00409e50:0x00409e76, _GLOBAL__sub_I_derivative_approximation.cc
0x00409e80:0x00409ea6, _GLOBAL__sub_I_error_estimator.cc
0x00409eb0:0x00409ed6, _GLOBAL__sub_I_fe_field_function.cc
0x00409ee0:0x00409f06, _GLOBAL__sub_I__ZN6dealii11MatrixTools27local_apply_boundary_valuesERKSt3mapIjdSt4lessIjESaISt4pairIKjdEEERKSt6vectorIjSaIjEERNS_10FullMatrixIdEERNS_6VectorIdEEb
