0x00400950:0x0040097a, start
0x00400980:0x004009b2, sub_400980
0x00400a00:0x00400a1c, sub_400A00
0x00400a20:0x00400a46, sub_400A20
0x00400a46:0x00400a64, sub_400A46
0x00400a64:0x00400aab, sub_400A64
0x00400aab:0x00400ac7, sub_400AAB
0x00400ac7:0x00400b9d, sub_400AC7
0x00400b9d:0x00400baa, sub_400B9D
0x00400baa:0x00400c3f, sub_400BAA
0x00400c3f:0x00400cfb, sub_400C3F
0x00400cfb:0x00400d60, sub_400CFB
0x00401432:0x00401df0, sub_401432
0x00401df0:0x00402883, sub_401DF0
0x00402883:0x00402b3e, sub_402883
0x00402b3e:0x00402e0c, sub_402B3E
0x00402e0c:0x00403138, sub_402E0C
0x00403138:0x004032ae, sub_403138
0x004032ae:0x00403420, sub_4032AE
0x00403420:0x004034bb, sub_403420
0x004034bb:0x00403517, sub_4034BB
0x00403517:0x004035db, main
0x004035e0:0x00403645, init
0x00403650:0x00403652, fini
