0x00400950:0x0040097a, sub_00400950
0x00400980:0x004009b2, sub_00400980
0x00400a00:0x00400a1c, sub_00400a00
0x00400a20:0x00400a46, sub_00400a20
0x00400a46:0x00400a64, sub_00400a46
0x00400a64:0x00400aab, sub_00400a64
0x00400aab:0x00400ac7, sub_00400aab
0x00400ac7:0x00400b9d, sub_00400ac7
0x00400b9d:0x00400baa, sub_00400b9d
0x00400baa:0x00400c3f, sub_00400baa
0x00400c3f:0x00400cfb, sub_00400c3f
0x00400cfb:0x00400d60, sub_00400cfb
0x00400d60:0x00401432, sub_00400d60
0x00401432:0x00401df0, sub_00401432
0x00401df0:0x00402883, sub_00401df0
0x00402883:0x00402b3e, sub_00402883
0x00402b3e:0x00402e0c, sub_00402b3e
0x00402e0c:0x00403138, sub_00402e0c
0x00403138:0x004032ae, sub_00403138
0x004032ae:0x00403420, sub_004032ae
0x00403420:0x004034bb, sub_00403420
0x004034bb:0x00403517, sub_004034bb
0x00403517:0x004035db, sub_00403517
0x004035e0:0x00403645, sub_004035e0
0x00403650:0x00403652, sub_00403650
